card_number,tier,rank,name,alignment,element,faction,hp,atk,rapid,charge,defense,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,flavor_text,construct_sprite,source_identities,color_palette
BETA-273,BETA,3,Kaelthar,Mechanical,Nature,IRON CORTEX,5683,509,64,86,561,Canopy Terminus,Canopy Lock,Bloom Restore,Canopy Slam,Thorn Barrage,Thorn Barrage,Canopy Ward,Root Overdrive,Thorn Suppress,Unit Kaelthar deployed from IRON CORTEX. Core temperature stable. Elemental sync: Nature.,BETA-273_Kaelthar_idle.png,ID.8809|ID.2638|ID.7117,"[248, 68, 196]"
BETA-274,BETA,3,PhantomDune,Angelic,Fire,LUMINA SECT,5670,493,74,82,514,Scorch Zenith,Ember Drain,Scorch Barrage,Blaze Rush,Blaze Terminus,Ignite Cleanse,Blaze Boost,Scorch Charge,Combust Stun,PhantomDune descends from the CELESTIAL ORDER. Fire radiance shields the faithful.,BETA-274_PhantomDune_idle.png,ID.7906|ID.1647|ID.8179,"[173, 248, 70]"
BETA-275,BETA,3,AstralGorn,Viral,Time,CORRUPTED SECTOR,5648,516,68,63,433,Era Rush,Epoch Lock,Paradox Apotheosis,Chrono Barrage,Shift Barrage,Era Bind,Loop Restore,Shift Ward,Loop Cataclysm,Strain AstralGorn breaches containment. Time-mutation sequence active. Quarantine failed.,BETA-275_AstralGorn_idle.png,ID.8837|ID.9638|ID.4096,"[217, 40, 224]"
BETA-276,BETA,3,Gon Host,Viral,Time,INFECTION VECTOR,5154,646,69,86,433,Era Ward,Shift Zenith,Epoch Bind,Epoch Barrage,Shift Catalyst,Epoch Lock,Epoch Rush,Loop Barrage,Shift Shield,Strain Gon Host breaches containment. Time-mutation sequence active. Quarantine failed.,BETA-276_Gon_Host_idle.png,ID.5769|ID.6900|ID.2629,"[240, 75, 50]"
BETA-277,BETA,3,Kaeltor,Viral,Water,INFECTION VECTOR,5583,639,66,70,580,Current Overdrive,Depth Onslaught,Tide Cleanse,Torrent Suppress,Depth Strike,Abyss Stun,Abyss Zenith,Depth Restore,Depth Strike,Strain Kaeltor breaches containment. Water-mutation sequence active. Quarantine failed.,BETA-277_Kaeltor_idle.png,ID.8367|ID.4219|ID.7776,"[42, 19, 34]"
BETA-278,BETA,3,Jorion,Viral,Nature,ROT CLUSTER,5500,569,65,69,546,Vine Suppress,Root Boost,Canopy Lock,Root Empower,Spore Terminus,Bloom Onslaught,Bloom Zenith,Vine Charge,Thorn Onslaught,Strain Jorion breaches containment. Nature-mutation sequence active. Quarantine failed.,BETA-278_Jorion_idle.png,ID.6051|ID.3213|ID.4779,"[52, 226, 66]"
BETA-279,BETA,3,EternalNax,Angelic,Lightning,HALO CORE,7173,445,71,77,562,Arc Bind,Spark Onslaught,Arc Boost,Static Strike,Arc Terminus,Thunder Shield,Spark Onslaught,Surge Terminus,Arc Bind,EternalNax descends from the ASTRUM DIVISION. Lightning radiance shields the faithful.,BETA-279_EternalNax_idle.png,ID.7390|ID.6012|ID.1456,"[171, 190, 9]"
BETA-280,BETA,3,Xalmorn,Mechanical,Sound,GEAR SECT,7438,428,76,84,453,Wave Cataclysm,Echo Cleanse,Frequency Onslaught,Tone Rush,Pulse Charge,Tone Zenith,Wave Lock,Resonance Lock,Echo Boost,Unit Xalmorn deployed from GEAR SECT. Core temperature stable. Elemental sync: Sound.,BETA-280_Xalmorn_idle.png,ID.9629|ID.4674|ID.3637,"[94, 228, 110]"
BETA-281,BETA,3,Vius Warden,Angelic,Poison,CELESTIAL ORDER,7390,622,70,69,588,Plague Catalyst,Blight Cleanse,Toxin Cleanse,Contagion Silence,Toxin Rush,Blight Zenith,Plague Stun,Venom Onslaught,Toxin Charge,Vius Warden descends from the HALO CORE. Poison radiance shields the faithful.,BETA-281_Vius_Warden_idle.png,ID.8191|ID.9961|ID.9820,"[246, 192, 32]"
BETA-282,BETA,3,Moras,Mechanical,Light,IRON CORTEX,5425,627,68,60,463,Solar Lock,Dawn Apotheosis,Lumen Drain,Radiance Onslaught,Solar Onslaught,Dawn Restore,Prism Strike,Beam Ward,Radiance Cataclysm,Unit Moras deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Light.,BETA-282_Moras_idle.png,ID.2335|ID.8886|ID.6594,"[14, 243, 121]"
BETA-283,BETA,3,Nir Reaver,Demonic,Sound,PANDEMONIUM NET,6859,540,69,77,353,Wave Slam,Pulse Empower,Frequency Strike,Echo Shield,Echo Overdrive,Tone Strike,Wave Overdrive,Resonance Lock,Wave Bind,Nir Reaver claws forth from the ABYSSAL CABAL. Sound burns in its wake.,BETA-283_Nir_Reaver_idle.png,ID.1492|ID.2017|ID.1037,"[108, 120, 252]"
BETA-284,BETA,3,Toror,Viral,Fire,INFECTION VECTOR,6940,638,64,88,578,Blaze Barrage,Scorch Apotheosis,Blaze Ward,Combust Slam,Ignite Bind,Ember Catalyst,Combust Rush,Combust Boost,Blaze Lock,Strain Toror breaches containment. Fire-mutation sequence active. Quarantine failed.,BETA-284_Toror_idle.png,ID.9040|ID.3463|ID.1610,"[31, 166, 63]"
BETA-285,BETA,3,Phir Dread,Demonic,Light,PANDEMONIUM NET,5526,571,64,73,430,Prism Restore,Radiance Suppress,Lumen Empower,Lumen Stun,Radiance Overdrive,Lumen Charge,Prism Onslaught,Lumen Cataclysm,Solar Charge,Phir Dread claws forth from the BRIMSTONE CELL. Light burns in its wake.,BETA-285_Phir_Dread_idle.png,ID.5302|ID.2626|ID.7206,"[144, 250, 247]"
BETA-286,BETA,3,Vyrsion,Viral,Time,INFECTION VECTOR,6834,502,63,75,362,Epoch Empower,Paradox Drain,Paradox Stun,Chrono Slam,Shift Restore,Shift Onslaught,Era Catalyst,Paradox Strike,Chrono Cataclysm,Strain Vyrsion breaches containment. Time-mutation sequence active. Quarantine failed.,BETA-286_Vyrsion_idle.png,ID.3701|ID.5184|ID.7547,"[244, 253, 30]"
BETA-287,BETA,3,Morn Saint,Angelic,Plasma,HALO CORE,7109,521,68,71,537,Solar Ward,Ion Bind,Solar Overdrive,Nebula Cleanse,Fusion Overdrive,Fusion Onslaught,Solar Bind,Nebula Onslaught,Nebula Onslaught,Morn Saint descends from the HALO CORE. Plasma radiance shields the faithful.,BETA-287_Morn_Saint_idle.png,ID.6455|ID.1393|ID.4082,"[4, 145, 169]"
BETA-288,BETA,3,Wynar,Demonic,Crystal,VOID CULT,5361,572,62,72,549,Gem Ward,Prism Zenith,Prism Silence,Gem Rush,Shard Charge,Facet Restore,Prism Bind,Shard Apotheosis,Gem Onslaught,Wynar claws forth from the VOID CULT. Crystal burns in its wake.,BETA-288_Wynar_idle.png,ID.2178|ID.9676|ID.3237,"[87, 231, 147]"
BETA-289,BETA,3,Tor Seraph,Angelic,Water,CELESTIAL ORDER,6805,625,64,77,474,Abyss Catalyst,Torrent Stun,Abyss Restore,Torrent Slam,Depth Terminus,Tide Barrage,Torrent Boost,Depth Silence,Tide Onslaught,Tor Seraph descends from the CELESTIAL ORDER. Water radiance shields the faithful.,BETA-289_Tor_Seraph_idle.png,ID.3969|ID.6859|ID.2841,"[134, 197, 167]"
BETA-290,BETA,3,Wynos,Demonic,Fire,PANDEMONIUM NET,5263,562,66,71,422,Inferno Zenith,Inferno Slam,Combust Charge,Inferno Catalyst,Ignite Bind,Combust Boost,Blaze Lock,Blaze Ward,Ignite Rush,Wynos claws forth from the BRIMSTONE CELL. Fire burns in its wake.,BETA-290_Wynos_idle.png,ID.5176|ID.6743|ID.2478,"[23, 26, 141]"
GAMMA-501,GAMMA,4,Vexon,Mechanical,Fire,GEAR SECT,5740,386,61,50,436,Scorch Onslaught,Inferno Strike,Scorch Zenith,Scorch Suppress,Ember Shield,Blaze Shield,Ember Cataclysm,Ignite Slam,Blaze Lock,Unit Vexon deployed from IRON CORTEX. Core temperature stable. Elemental sync: Fire.,GAMMA-501_Vexon_idle.png,ID.2494|ID.2009|ID.8268,"[94, 10, 164]"
GAMMA-502,GAMMA,4,NetherLor,Angelic,Light,ASTRUM DIVISION,5554,440,54,74,300,Prism Onslaught,Solar Suppress,Solar Apotheosis,Lumen Apotheosis,Lumen Restore,Dawn Boost,Radiance Charge,Prism Rush,Prism Bind,NetherLor descends from the HALO CORE. Light radiance shields the faithful.,GAMMA-502_NetherLor_idle.png,ID.2864|ID.2491|ID.8956,"[203, 147, 237]"
GAMMA-503,GAMMA,4,Vius Protocol,Mechanical,Water,SYNTHETIC NETWORK,4913,362,59,68,431,Surge Lock,Depth Slam,Current Apotheosis,Depth Bind,Abyss Boost,Current Cleanse,Torrent Onslaught,Torrent Rush,Surge Catalyst,Unit Vius Protocol deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Water.,GAMMA-503_Vius_Protocol_idle.png,ID.9819|ID.7080|ID.5218,"[137, 208, 145]"
GAMMA-504,GAMMA,4,Nexdra,Mechanical,Dark,SYNTHETIC NETWORK,5607,387,63,58,388,Void Rush,Umbra Bind,Eclipse Boost,Umbra Suppress,Night Charge,Night Ward,Umbra Slam,Eclipse Apotheosis,Abyss Overdrive,Unit Nexdra deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Dark.,GAMMA-504_Nexdra_idle.png,ID.3219|ID.5836|ID.5367,"[19, 94, 60]"
GAMMA-505,GAMMA,4,CelestialDris,Viral,Wind,INFECTION VECTOR,4743,393,53,51,329,Gale Shield,Squall Stun,Cyclone Cataclysm,Zephyr Onslaught,Gale Terminus,Gale Slam,Gale Charge,Squall Shield,Cyclone Drain,Strain CelestialDris breaches containment. Wind-mutation sequence active. Quarantine failed.,GAMMA-505_CelestialDris_idle.png,ID.5582|ID.7957|ID.9835,"[1, 235, 112]"
GAMMA-506,GAMMA,4,NetherSion,Angelic,Crystal,HALO CORE,5635,447,61,65,428,Gem Rush,Geode Slam,Prism Suppress,Geode Onslaught,Facet Stun,Prism Catalyst,Prism Empower,Geode Cleanse,Prism Cataclysm,NetherSion descends from the ASTRUM DIVISION. Crystal radiance shields the faithful.,GAMMA-506_NetherSion_idle.png,ID.8194|ID.2635|ID.8041,"[23, 72, 165]"
GAMMA-507,GAMMA,4,Moros,Demonic,Ice,VOID CULT,5339,496,62,72,427,Chill Barrage,Hail Onslaught,Hail Slam,Glacier Empower,Crystal Catalyst,Freeze Shield,Hail Apotheosis,Frost Lock,Chill Silence,Moros claws forth from the ABYSSAL CABAL. Ice burns in its wake.,GAMMA-507_Moros_idle.png,ID.8244|ID.2046|ID.4309,"[69, 170, 39]"
GAMMA-508,GAMMA,4,VoidThos,Mechanical,Light,SYNTHETIC NETWORK,3983,451,57,65,354,Radiance Cataclysm,Lumen Ward,Beam Rush,Lumen Onslaught,Lumen Ward,Dawn Silence,Beam Silence,Prism Cataclysm,Lumen Strike,Unit VoidThos deployed from GEAR SECT. Core temperature stable. Elemental sync: Light.,GAMMA-508_VoidThos_idle.png,ID.9137|ID.2544|ID.6227,"[179, 130, 20]"
GAMMA-509,GAMMA,4,Bryax,Mechanical,Sound,PROTOCOL DIVISION,3850,493,54,53,402,Tone Overdrive,Echo Slam,Resonance Zenith,Pulse Shield,Echo Lock,Wave Restore,Frequency Lock,Frequency Strike,Pulse Charge,Unit Bryax deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Sound.,GAMMA-509_Bryax_idle.png,ID.3351|ID.8682|ID.2401,"[236, 228, 86]"
GAMMA-510,GAMMA,4,ChronoDris,Mechanical,Sound,PROTOCOL DIVISION,5467,366,51,63,357,Tone Silence,Tone Cleanse,Tone Rush,Resonance Silence,Tone Zenith,Pulse Cataclysm,Wave Rush,Echo Ward,Echo Slam,Unit ChronoDris deployed from GEAR SECT. Core temperature stable. Elemental sync: Sound.,GAMMA-510_ChronoDris_idle.png,ID.8282|ID.6290|ID.4940,"[26, 248, 50]"
GAMMA-511,GAMMA,4,Celion,Viral,Ice,INFECTION VECTOR,4029,372,63,65,352,Freeze Zenith,Glacier Bind,Glacier Rush,Freeze Empower,Hail Barrage,Freeze Barrage,Frost Cataclysm,Freeze Lock,Glacier Cleanse,Strain Celion breaches containment. Ice-mutation sequence active. Quarantine failed.,GAMMA-511_Celion_idle.png,ID.6491|ID.5362|ID.4872,"[202, 242, 59]"
GAMMA-512,GAMMA,4,Kale Fiend,Demonic,Metal,ABYSSAL CABAL,5128,484,56,68,284,Iron Ward,Plate Catalyst,Iron Onslaught,Steel Charge,Iron Suppress,Forge Lock,Titan Apotheosis,Forge Barrage,Plate Cleanse,Kale Fiend claws forth from the BRIMSTONE CELL. Metal burns in its wake.,GAMMA-512_Kale_Fiend_idle.png,ID.2497|ID.7141|ID.1770,"[158, 255, 8]"
GAMMA-513,GAMMA,4,Aernir,Demonic,Blood,ABYSSAL CABAL,4852,421,62,55,276,Vital Cataclysm,Sanguine Drain,Sanguine Rush,Hemorrhage Empower,Vein Charge,Vital Overdrive,Hemorrhage Rush,Vital Bind,Hemorrhage Empower,Aernir claws forth from the ABYSSAL CABAL. Blood burns in its wake.,GAMMA-513_Aernir_idle.png,ID.6840|ID.2508|ID.9073,"[67, 22, 29]"
GAMMA-514,GAMMA,4,AstralMire,Mechanical,Earth,GEAR SECT,5008,418,53,51,325,Mountain Restore,Terra Rush,Stone Cataclysm,Mountain Boost,Mountain Suppress,Core Apotheosis,Core Onslaught,Mountain Barrage,Quake Bind,Unit AstralMire deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Earth.,GAMMA-514_AstralMire_idle.png,ID.4346|ID.6661|ID.7412,"[185, 240, 179]"
GAMMA-515,GAMMA,4,Pyros,Angelic,Wind,HALO CORE,4718,303,51,66,368,Cyclone Rush,Zephyr Boost,Breeze Suppress,Breeze Zenith,Cyclone Silence,Squall Rush,Squall Strike,Squall Cataclysm,Cyclone Shield,Pyros descends from the CELESTIAL ORDER. Wind radiance shields the faithful.,GAMMA-515_Pyros_idle.png,ID.5252|ID.9078|ID.6116,"[8, 184, 116]"
GAMMA-516,GAMMA,4,Vyrxel,Mechanical,Wind,PROTOCOL DIVISION,4940,450,65,67,326,Gale Suppress,Gale Slam,Cyclone Zenith,Cyclone Catalyst,Breeze Rush,Zephyr Shield,Gale Strike,Draft Drain,Breeze Restore,Unit Vyrxel deployed from GEAR SECT. Core temperature stable. Elemental sync: Wind.,GAMMA-516_Vyrxel_idle.png,ID.7399|ID.4041|ID.7584,"[136, 122, 150]"
GAMMA-517,GAMMA,4,Myriel,Mechanical,Nature,GEAR SECT,3810,455,64,72,363,Spore Barrage,Thorn Bind,Thorn Boost,Canopy Empower,Canopy Catalyst,Bloom Zenith,Thorn Silence,Bloom Slam,Spore Rush,Unit Myriel deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Nature.,GAMMA-517_Myriel_idle.png,ID.6329|ID.7831|ID.7625,"[209, 160, 70]"
GAMMA-518,GAMMA,4,Nexdros,Angelic,Light,ASTRUM DIVISION,5696,331,46,71,345,Lumen Zenith,Lumen Ward,Solar Onslaught,Dawn Lock,Lumen Charge,Dawn Zenith,Radiance Boost,Solar Barrage,Prism Drain,Nexdros descends from the CELESTIAL ORDER. Light radiance shields the faithful.,GAMMA-518_Nexdros_idle.png,ID.4494|ID.1729|ID.5489,"[246, 23, 144]"
GAMMA-519,GAMMA,4,Dune Cell,Viral,Metal,ROT CLUSTER,4655,425,57,57,410,Iron Slam,Steel Onslaught,Steel Drain,Alloy Catalyst,Plate Terminus,Iron Shield,Plate Drain,Titan Shield,Titan Strike,Strain Dune Cell breaches containment. Metal-mutation sequence active. Quarantine failed.,GAMMA-519_Dune_Cell_idle.png,ID.6874|ID.3998|ID.9733,"[71, 8, 179]"
GAMMA-520,GAMMA,4,Kaeldune,Angelic,Light,HALO CORE,5257,467,46,61,408,Solar Boost,Beam Barrage,Beam Apotheosis,Prism Terminus,Beam Cleanse,Lumen Lock,Radiance Charge,Dawn Drain,Prism Charge,Kaeldune descends from the CELESTIAL ORDER. Light radiance shields the faithful.,GAMMA-520_Kaeldune_idle.png,ID.1010|ID.1346|ID.4452,"[230, 133, 136]"
GAMMA-521,GAMMA,4,Axiion,Angelic,Water,LUMINA SECT,4349,315,58,66,309,Abyss Slam,Depth Catalyst,Current Slam,Current Ward,Current Bind,Surge Restore,Depth Zenith,Torrent Charge,Depth Suppress,Axiion descends from the LUMINA SECT. Water radiance shields the faithful.,GAMMA-521_Axiion_idle.png,ID.7791|ID.4904|ID.1837,"[235, 3, 234]"
GAMMA-522,GAMMA,4,Gorron,Mechanical,Nature,SYNTHETIC NETWORK,4193,432,63,69,349,Vine Charge,Canopy Barrage,Thorn Zenith,Canopy Bind,Thorn Ward,Thorn Lock,Thorn Cataclysm,Bloom Shield,Bloom Charge,Unit Gorron deployed from GEAR SECT. Core temperature stable. Elemental sync: Nature.,GAMMA-522_Gorron_idle.png,ID.8567|ID.7254|ID.3703,"[58, 120, 113]"
GAMMA-523,GAMMA,4,VoidKale,Viral,Light,PHAGE CELL,4878,443,54,62,307,Prism Charge,Beam Cataclysm,Beam Shield,Beam Lock,Radiance Stun,Radiance Rush,Dawn Ward,Beam Catalyst,Lumen Slam,Strain VoidKale breaches containment. Light-mutation sequence active. Quarantine failed.,GAMMA-523_VoidKale_idle.png,ID.3962|ID.7942|ID.5224,"[23, 64, 158]"
GAMMA-524,GAMMA,4,Thas Plague,Viral,Poison,PHAGE CELL,3954,483,50,54,340,Toxin Lock,Miasma Charge,Plague Drain,Toxin Strike,Contagion Overdrive,Contagion Zenith,Miasma Onslaught,Toxin Empower,Venom Empower,Strain Thas Plague breaches containment. Poison-mutation sequence active. Quarantine failed.,GAMMA-524_Thas_Plague_idle.png,ID.3445|ID.5337|ID.2934,"[236, 159, 0]"
GAMMA-525,GAMMA,4,Jormire,Angelic,Water,CELESTIAL ORDER,4656,481,48,68,431,Current Stun,Torrent Apotheosis,Depth Bind,Tide Shield,Surge Onslaught,Torrent Ward,Tide Zenith,Surge Slam,Abyss Slam,Jormire descends from the HALO CORE. Water radiance shields the faithful.,GAMMA-525_Jormire_idle.png,ID.5034|ID.6894|ID.6636,"[140, 253, 105]"
GAMMA-526,GAMMA,4,PrimeDune,Demonic,Earth,PANDEMONIUM NET,4502,487,57,68,404,Quake Bind,Terra Restore,Stone Lock,Core Rush,Mountain Barrage,Core Empower,Quake Apotheosis,Terra Overdrive,Terra Barrage,PrimeDune claws forth from the BRIMSTONE CELL. Earth burns in its wake.,GAMMA-526_PrimeDune_idle.png,ID.1651|ID.1743|ID.4251,"[151, 193, 176]"
GAMMA-527,GAMMA,4,StellarVek,Demonic,Metal,BRIMSTONE CELL,4432,356,59,70,374,Titan Slam,Steel Terminus,Steel Suppress,Forge Empower,Titan Bind,Forge Rush,Steel Cleanse,Iron Slam,Titan Zenith,StellarVek claws forth from the ABYSSAL CABAL. Metal burns in its wake.,GAMMA-527_StellarVek_idle.png,ID.4489|ID.3240|ID.9243,"[172, 247, 203]"
GAMMA-528,GAMMA,4,Ron Strain,Viral,Ice,INFECTION VECTOR,4719,391,60,59,403,Freeze Onslaught,Crystal Onslaught,Crystal Bind,Freeze Drain,Glacier Restore,Glacier Overdrive,Hail Strike,Chill Overdrive,Freeze Shield,Strain Ron Strain breaches containment. Ice-mutation sequence active. Quarantine failed.,GAMMA-528_Ron_Strain_idle.png,ID.8610|ID.7211|ID.2868,"[115, 142, 1]"
GAMMA-529,GAMMA,4,Vexis,Mechanical,Metal,GEAR SECT,4651,399,59,52,430,Forge Catalyst,Iron Overdrive,Forge Ward,Alloy Shield,Iron Slam,Alloy Rush,Iron Stun,Steel Barrage,Forge Drain,Unit Vexis deployed from GEAR SECT. Core temperature stable. Elemental sync: Metal.,GAMMA-529_Vexis_idle.png,ID.2067|ID.4987|ID.1455,"[255, 137, 48]"
GAMMA-530,GAMMA,4,Kaelthos,Viral,Water,CORRUPTED SECTOR,5488,486,59,55,370,Tide Stun,Abyss Cleanse,Depth Apotheosis,Current Strike,Surge Overdrive,Torrent Slam,Surge Barrage,Depth Ward,Current Bind,Strain Kaelthos breaches containment. Water-mutation sequence active. Quarantine failed.,GAMMA-530_Kaelthos_idle.png,ID.7083|ID.2278|ID.9415,"[18, 164, 233]"
GAMMA-531,GAMMA,4,PrismaticMion,Mechanical,Time,IRON CORTEX,5079,336,53,68,398,Era Cataclysm,Era Charge,Paradox Restore,Shift Lock,Shift Slam,Shift Shield,Epoch Drain,Shift Apotheosis,Loop Barrage,Unit PrismaticMion deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Time.,GAMMA-531_PrismaticMion_idle.png,ID.8997|ID.9713|ID.8380,"[62, 213, 28]"
GAMMA-532,GAMMA,4,Brymire,Mechanical,Time,GEAR SECT,5481,349,53,52,313,Shift Shield,Era Rush,Chrono Suppress,Shift Barrage,Loop Suppress,Epoch Ward,Loop Terminus,Shift Zenith,Chrono Barrage,Unit Brymire deployed from IRON CORTEX. Core temperature stable. Elemental sync: Time.,GAMMA-532_Brymire_idle.png,ID.7978|ID.8164|ID.1917,"[233, 135, 166]"
GAMMA-533,GAMMA,4,Aerlis,Demonic,Light,BRIMSTONE CELL,3894,368,54,69,269,Dawn Zenith,Lumen Suppress,Beam Charge,Solar Boost,Dawn Suppress,Lumen Charge,Radiance Rush,Lumen Ward,Lumen Terminus,Aerlis claws forth from the BRIMSTONE CELL. Light burns in its wake.,GAMMA-533_Aerlis_idle.png,ID.8186|ID.7407|ID.9765,"[107, 187, 92]"
GAMMA-534,GAMMA,4,Thas Dread,Demonic,Metal,VOID CULT,4170,488,55,63,295,Titan Strike,Forge Ward,Iron Suppress,Plate Apotheosis,Plate Overdrive,Titan Strike,Plate Stun,Plate Cleanse,Iron Onslaught,Thas Dread claws forth from the PANDEMONIUM NET. Metal burns in its wake.,GAMMA-534_Thas_Dread_idle.png,ID.9177|ID.7233|ID.6118,"[18, 7, 170]"
GAMMA-535,GAMMA,4,Thalar,Viral,Poison,PHAGE CELL,5475,405,63,55,338,Venom Terminus,Contagion Drain,Miasma Lock,Contagion Slam,Contagion Restore,Miasma Charge,Contagion Cleanse,Miasma Zenith,Contagion Strike,Strain Thalar breaches containment. Poison-mutation sequence active. Quarantine failed.,GAMMA-535_Thalar_idle.png,ID.3939|ID.1861|ID.5466,"[27, 179, 151]"
GAMMA-536,GAMMA,4,Sol Seraph,Angelic,Earth,CELESTIAL ORDER,4906,436,64,63,399,Core Boost,Quake Rush,Fissure Terminus,Core Strike,Core Suppress,Stone Charge,Fissure Boost,Mountain Zenith,Mountain Lock,Sol Seraph descends from the HALO CORE. Earth radiance shields the faithful.,GAMMA-536_Sol_Seraph_idle.png,ID.5530|ID.1985|ID.6142,"[35, 197, 154]"
GAMMA-537,GAMMA,4,Ishor,Angelic,Plasma,ASTRUM DIVISION,4449,476,62,59,302,Fusion Barrage,Star Silence,Nebula Boost,Nebula Slam,Ion Zenith,Solar Stun,Nebula Catalyst,Solar Restore,Star Charge,Ishor descends from the LUMINA SECT. Plasma radiance shields the faithful.,GAMMA-537_Ishor_idle.png,ID.8820|ID.6632|ID.5410,"[239, 80, 124]"
GAMMA-538,GAMMA,4,Yoril,Demonic,Lightning,ABYSSAL CABAL,4840,444,64,66,415,Surge Lock,Arc Lock,Spark Charge,Volt Apotheosis,Spark Barrage,Volt Charge,Spark Shield,Static Cleanse,Arc Catalyst,Yoril claws forth from the ABYSSAL CABAL. Lightning burns in its wake.,GAMMA-538_Yoril_idle.png,ID.2574|ID.2678|ID.6600,"[73, 243, 19]"
GAMMA-539,GAMMA,4,Ophzane,Demonic,Water,BRIMSTONE CELL,4707,430,58,52,397,Depth Cataclysm,Depth Rush,Tide Silence,Current Cataclysm,Tide Empower,Tide Lock,Surge Rush,Abyss Rush,Tide Boost,Ophzane claws forth from the BRIMSTONE CELL. Water burns in its wake.,GAMMA-539_Ophzane_idle.png,ID.8916|ID.3726|ID.8582,"[75, 185, 126]"
GAMMA-540,GAMMA,4,PrismaticDris,Demonic,Plasma,BRIMSTONE CELL,4396,406,57,53,391,Solar Strike,Solar Terminus,Nebula Boost,Ion Rush,Nebula Drain,Nebula Overdrive,Nebula Stun,Star Barrage,Flux Empower,PrismaticDris claws forth from the BRIMSTONE CELL. Plasma burns in its wake.,GAMMA-540_PrismaticDris_idle.png,ID.3776|ID.1081|ID.1007,"[225, 231, 47]"
GAMMA-541,GAMMA,4,Ophath,Angelic,Wind,HALO CORE,4620,335,50,66,394,Gale Zenith,Breeze Barrage,Gale Suppress,Zephyr Terminus,Cyclone Boost,Cyclone Ward,Zephyr Suppress,Squall Charge,Gale Barrage,Ophath descends from the ASTRUM DIVISION. Wind radiance shields the faithful.,GAMMA-541_Ophath_idle.png,ID.6580|ID.7416|ID.9955,"[30, 193, 219]"
GAMMA-542,GAMMA,4,Ryxos,Demonic,Nature,PANDEMONIUM NET,5756,360,64,69,362,Bloom Charge,Vine Boost,Root Cataclysm,Vine Charge,Vine Cleanse,Thorn Charge,Bloom Bind,Bloom Apotheosis,Thorn Bind,Ryxos claws forth from the PANDEMONIUM NET. Nature burns in its wake.,GAMMA-542_Ryxos_idle.png,ID.3528|ID.2617|ID.1472,"[183, 209, 124]"
GAMMA-543,GAMMA,4,Dravax,Demonic,Nature,PANDEMONIUM NET,4227,475,64,72,346,Spore Silence,Vine Ward,Spore Cataclysm,Spore Empower,Canopy Overdrive,Root Rush,Thorn Stun,Spore Onslaught,Bloom Charge,Dravax claws forth from the VOID CULT. Nature burns in its wake.,GAMMA-543_Dravax_idle.png,ID.9984|ID.7998|ID.2087,"[107, 35, 65]"
GAMMA-544,GAMMA,4,Lyroth,Mechanical,Void,SYNTHETIC NETWORK,4165,360,59,56,368,Null Cataclysm,Zero Stun,Null Barrage,Collapse Bind,Zero Barrage,Null Ward,Collapse Empower,Null Cataclysm,Erase Charge,Unit Lyroth deployed from GEAR SECT. Core temperature stable. Elemental sync: Void.,GAMMA-544_Lyroth_idle.png,ID.7273|ID.7251|ID.3090,"[246, 110, 26]"
GAMMA-545,GAMMA,4,Nir Seraph,Angelic,Earth,CELESTIAL ORDER,4748,455,48,63,369,Core Charge,Fissure Onslaught,Mountain Stun,Mountain Overdrive,Stone Boost,Stone Overdrive,Mountain Shield,Mountain Charge,Quake Suppress,Nir Seraph descends from the LUMINA SECT. Earth radiance shields the faithful.,GAMMA-545_Nir_Seraph_idle.png,ID.6130|ID.5998|ID.1112,"[242, 131, 248]"
GAMMA-546,GAMMA,4,Vion Construct,Mechanical,Metal,IRON CORTEX,4584,360,64,58,449,Plate Stun,Forge Stun,Iron Rush,Iron Cataclysm,Titan Restore,Plate Strike,Titan Strike,Forge Empower,Steel Terminus,Unit Vion Construct deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Metal.,GAMMA-546_Vion_Construct_idle.png,ID.5010|ID.3866|ID.2443,"[138, 30, 190]"
GAMMA-547,GAMMA,4,Nexar,Viral,Time,PHAGE CELL,4770,477,65,53,262,Chrono Suppress,Era Cataclysm,Paradox Barrage,Era Slam,Chrono Cleanse,Chrono Silence,Era Charge,Epoch Overdrive,Era Shield,Strain Nexar breaches containment. Time-mutation sequence active. Quarantine failed.,GAMMA-547_Nexar_idle.png,ID.9286|ID.7664|ID.2679,"[116, 65, 217]"
GAMMA-548,GAMMA,4,Helvek,Viral,Void,ROT CLUSTER,3884,453,56,68,448,Null Barrage,Null Cleanse,Erase Slam,Zero Lock,Zero Strike,Abyss Ward,Collapse Overdrive,Abyss Stun,Zero Zenith,Strain Helvek breaches containment. Void-mutation sequence active. Quarantine failed.,GAMMA-548_Helvek_idle.png,ID.1906|ID.7387|ID.3046,"[28, 179, 205]"
